text,label,case folding,tokenizing,filtering,stemmed
grate dedic partner turkey endro health saglik time great humanitarian need truli proven lab autom made access anywher condit,negatif,grate dedic partner turkey endro health saglik time great humanitarian need truli proven lab autom made access anywher condit,"['grate', 'dedic', 'partner', 'turkey', 'endro', 'health', 'saglik', 'time', 'great', 'humanitarian', 'need', 'truli', 'proven', 'lab', 'autom', 'made', 'access', 'anywher', 'condit']","['grate', 'dedic', 'partner', 'turkey', 'endro', 'health', 'saglik', 'time', 'great', 'humanitarian', 'need', 'truli', 'proven', 'lab', 'autom', 'made', 'access', 'anywher', 'condit']","['grate', 'dedic', 'partner', 'turkey', 'endro', 'health', 'saglik', 'time', 'great', 'humanitarian', 'need', 'truli', 'proven', 'lab', 'autom', 'made', 'access', 'anywh', 'condit']"
prayer thought support peopl turkey syria devast earthquak matter small pleas help donat one support chariti,positif,prayer thought support peopl turkey syria devast earthquak matter small pleas help donat one support chariti,"['prayer', 'thought', 'support', 'peopl', 'turkey', 'syria', 'devast', 'earthquak', 'matter', 'small', 'pleas', 'help', 'donat', 'one', 'support', 'chariti']","['prayer', 'thought', 'support', 'peopl', 'turkey', 'syria', 'devast', 'earthquak', 'matter', 'small', 'pleas', 'help', 'donat', 'one', 'support', 'chariti']","['prayer', 'thought', 'support', 'peopl', 'turkey', 'syria', 'devast', 'earthquak', 'matter', 'small', 'plea', 'help', 'donat', 'one', 'support', 'chariti']"
children royal famili pack relief suppli turkey syria earthquak victim dubai world trade centr,positif,children royal famili pack relief suppli turkey syria earthquak victim dubai world trade centr,"['children', 'royal', 'famili', 'pack', 'relief', 'suppli', 'turkey', 'syria', 'earthquak', 'victim', 'dubai', 'world', 'trade', 'centr']","['children', 'royal', 'famili', 'pack', 'relief', 'suppli', 'turkey', 'syria', 'earthquak', 'victim', 'dubai', 'world', 'trade', 'centr']","['children', 'royal', 'famili', 'pack', 'relief', 'suppli', 'turkey', 'syria', 'earthquak', 'victim', 'dubai', 'world', 'trade', 'centr']"
direct govern khyber pakhtunkhwa 8 000 relief earthquak victim turkey syria left port qasim,positif,direct govern khyber pakhtunkhwa 8 000 relief earthquak victim turkey syria left port qasim,"['direct', 'govern', 'khyber', 'pakhtunkhwa', '8', '000', 'relief', 'earthquak', 'victim', 'turkey', 'syria', 'left', 'port', 'qasim']","['direct', 'govern', 'khyber', 'pakhtunkhwa', '8', '000', 'relief', 'earthquak', 'victim', 'turkey', 'syria', 'left', 'port', 'qasim']","['direct', 'govern', 'khyber', 'pakhtunkhwa', '8', '000', 'relief', 'earthquak', 'victim', 'turkey', 'syria', 'left', 'port', 'qasim']"
relief good dispatch affecte,negatif,relief good dispatch affecte,"['relief', 'good', 'dispatch', 'affecte']","['relief', 'good', 'dispatch', 'affecte']","['relief', 'good', 'dispatch', 'affect']"
client risk manag compani spoke earlier month impact turkey syria earthquak suppli chain long estim take recov,positif,client risk manag compani spoke earlier month impact turkey syria earthquak suppli chain long estim take recov,"['client', 'risk', 'manag', 'compani', 'spoke', 'earlier', 'month', 'impact', 'turkey', 'syria', 'earthquak', 'suppli', 'chain', 'long', 'estim', 'take', 'recov']","['client', 'risk', 'manag', 'compani', 'spoke', 'earlier', 'month', 'impact', 'turkey', 'syria', 'earthquak', 'suppli', 'chain', 'long', 'estim', 'take', 'recov']","['client', 'risk', 'manag', 'compani', 'spoke', 'earlier', 'month', 'impact', 'turkey', 'syria', 'earthquak', 'suppli', 'chain', 'long', 'estim', 'take', 'recov']"
mw7 8 largest turkey syria sinc 1950 second largest mw7 6 1999 read 5 largest turkey,negatif,mw7 8 largest turkey syria sinc 1950 second largest mw7 6 1999 read 5 largest turkey,"['mw7', '8', 'largest', 'turkey', 'syria', 'sinc', '1950', 'second', 'largest', 'mw7', '6', '1999', 'read', '5', 'largest', 'turkey']","['mw7', '8', 'largest', 'turkey', 'syria', 'sinc', '1950', 'second', 'largest', 'mw7', '6', '1999', 'read', '5', 'largest', 'turkey']","['mw7', '8', 'largest', 'turkey', 'syria', 'sinc', '1950', 'second', 'largest', 'mw7', '6', '1999', 'read', '5', 'largest', 'turkey']"
recent news earthquak turkey 02 06 2023 turkey syria earthquak magnitud 7 8 richter scale note one worst eathquak happen 51003 death earthquak also trigger tsunami,negatif,recent news earthquak turkey 02 06 2023 turkey syria earthquak magnitud 7 8 richter scale note one worst eathquak happen 51003 death earthquak also trigger tsunami,"['recent', 'news', 'earthquak', 'turkey', '02', '06', '2023', 'turkey', 'syria', 'earthquak', 'magnitud', '7', '8', 'richter', 'scale', 'note', 'one', 'worst', 'eathquak', 'happen', '51003', 'death', 'earthquak', 'also', 'trigger', 'tsunami']","['recent', 'news', 'earthquak', 'turkey', '02', '06', '2023', 'turkey', 'syria', 'earthquak', 'magnitud', '7', '8', 'richter', 'scale', 'note', 'one', 'worst', 'eathquak', 'happen', '51003', 'death', 'earthquak', 'also', 'trigger', 'tsunami']","['recent', 'news', 'earthquak', 'turkey', '02', '06', '2023', 'turkey', 'syria', 'earthquak', 'magnitud', '7', '8', 'richter', 'scale', 'note', 'one', 'worst', 'eathquak', 'happen', '51003', 'death', 'earthquak', 'also', 'trigger', 'tsunami']"
togeth wrote comment recent earthquak doublet turkey syria let hope event serv remind priorit build seismic code safer futur,negatif,togeth wrote comment recent earthquak doublet turkey syria let hope event serv remind priorit build seismic code safer futur,"['togeth', 'wrote', 'comment', 'recent', 'earthquak', 'doublet', 'turkey', 'syria', 'let', 'hope', 'event', 'serv', 'remind', 'priorit', 'build', 'seismic', 'code', 'safer', 'futur']","['togeth', 'wrote', 'comment', 'recent', 'earthquak', 'doublet', 'turkey', 'syria', 'let', 'hope', 'event', 'serv', 'remind', 'priorit', 'build', 'seismic', 'code', 'safer', 'futur']","['togeth', 'wrote', 'comment', 'recent', 'earthquak', 'doublet', 'turkey', 'syria', 'let', 'hope', 'event', 'serv', 'remind', 'priorit', 'build', 'seismic', 'code', 'safer', 'futur']"
last 48 hour enter monologu turkey syria check submiss leav clap like,positif,last 48 hour enter monologu turkey syria check submiss leav clap like,"['last', '48', 'hour', 'enter', 'monologu', 'turkey', 'syria', 'check', 'submiss', 'leav', 'clap', 'like']","['last', '48', 'hour', 'enter', 'monologu', 'turkey', 'syria', 'check', 'submiss', 'leav', 'clap', 'like']","['last', '48', 'hour', 'enter', 'monologu', 'turkey', 'syria', 'check', 'submiss', 'leav', 'clap', 'like']"
rehabilit critic need earthquak affect peopl turkey syria nahar work rehabilit pleas donat gener,positif,rehabilit critic need earthquak affect peopl turkey syria nahar work rehabilit pleas donat gener,"['rehabilit', 'critic', 'need', 'earthquak', 'affect', 'peopl', 'turkey', 'syria', 'nahar', 'work', 'rehabilit', 'pleas', 'donat', 'gener']","['rehabilit', 'critic', 'need', 'earthquak', 'affect', 'peopl', 'turkey', 'syria', 'nahar', 'work', 'rehabilit', 'pleas', 'donat', 'gener']","['rehabilit', 'critic', 'need', 'earthquak', 'affect', 'peopl', 'turkey', 'syria', 'nahar', 'work', 'rehabilit', 'plea', 'donat', 'gener']"
recent earthquak struck turkey syria impact food industri articl effect nut dri fruit product thought affect,positif,recent earthquak struck turkey syria impact food industri articl effect nut dri fruit product thought affect,"['recent', 'earthquak', 'struck', 'turkey', 'syria', 'impact', 'food', 'industri', 'articl', 'effect', 'nut', 'dri', 'fruit', 'product', 'thought', 'affect']","['recent', 'earthquak', 'struck', 'turkey', 'syria', 'impact', 'food', 'industri', 'articl', 'effect', 'nut', 'dri', 'fruit', 'product', 'thought', 'affect']","['recent', 'earthquak', 'struck', 'turkey', 'syria', 'impact', 'food', 'industri', 'articl', 'effect', 'nut', 'dri', 'fruit', 'product', 'thought', 'affect']"
nymc commun rais 2 500 collect donat bed winter cloth non perish food item medic suppli provid relief victim earthquak turkey syria,neutral,nymc commun rais 2 500 collect donat bed winter cloth non perish food item medic suppli provid relief victim earthquak turkey syria,"['nymc', 'commun', 'rais', '2', '500', 'collect', 'donat', 'bed', 'winter', 'cloth', 'non', 'perish', 'food', 'item', 'medic', 'suppli', 'provid', 'relief', 'victim', 'earthquak', 'turkey', 'syria']","['nymc', 'commun', 'rais', '2', '500', 'collect', 'donat', 'bed', 'winter', 'cloth', 'non', 'perish', 'food', 'item', 'medic', 'suppli', 'provid', 'relief', 'victim', 'earthquak', 'turkey', 'syria']","['nymc', 'commun', 'rai', '2', '500', 'collect', 'donat', 'bed', 'winter', 'cloth', 'non', 'perish', 'food', 'item', 'medic', 'suppli', 'provid', 'relief', 'victim', 'earthquak', 'turkey', 'syria']"
volunt provid relief support victim,positif,volunt provid relief support victim,"['volunt', 'provid', 'relief', 'support', 'victim']","['volunt', 'provid', 'relief', 'support', 'victim']","['volunt', 'provid', 'relief', 'support', 'victim']"
print sale benefit sale earthquak effort live,positif,print sale benefit sale earthquak effort live,"['print', 'sale', 'benefit', 'sale', 'earthquak', 'effort', 'live']","['print', 'sale', 'benefit', 'sale', 'earthquak', 'effort', 'live']","['print', 'sale', 'benefit', 'sale', 'earthquak', 'effort', 'live']"
seat behind aliyev anoth cheap move turkey similar armenia sent earthquak aid made sure distribut photo show truck pass monument deni commemor turkish victim,positif,seat behind aliyev anoth cheap move turkey similar armenia sent earthquak aid made sure distribut photo show truck pass monument deni commemor turkish victim,"['seat', 'behind', 'aliyev', 'anoth', 'cheap', 'move', 'turkey', 'similar', 'armenia', 'sent', 'earthquak', 'aid', 'made', 'sure', 'distribut', 'photo', 'show', 'truck', 'pass', 'monument', 'deni', 'commemor', 'turkish', 'victim']","['seat', 'behind', 'aliyev', 'anoth', 'cheap', 'move', 'turkey', 'similar', 'armenia', 'sent', 'earthquak', 'aid', 'made', 'sure', 'distribut', 'photo', 'show', 'truck', 'pass', 'monument', 'deni', 'commemor', 'turkish', 'victim']","['seat', 'behind', 'aliyev', 'anoth', 'cheap', 'move', 'turkey', 'similar', 'armenia', 'sent', 'earthquak', 'aid', 'made', 'sure', 'distribut', 'photo', 'show', 'truck', 'pass', 'monument', 'deni', 'commemor', 'turkish', 'victim']"
massiv earth quak could stop elect turkey conspiraci conspiraci lame excus inde ppl like beneficiari,negatif,massiv earth quak could stop elect turkey conspiraci conspiraci lame excus inde ppl like beneficiari,"['massiv', 'earth', 'quak', 'could', 'stop', 'elect', 'turkey', 'conspiraci', 'conspiraci', 'lame', 'excus', 'inde', 'ppl', 'like', 'beneficiari']","['massiv', 'earth', 'quak', 'could', 'stop', 'elect', 'turkey', 'conspiraci', 'conspiraci', 'lame', 'excus', 'inde', 'ppl', 'like', 'beneficiari']","['massiv', 'earth', 'quak', 'could', 'stop', 'elect', 'turkey', 'conspiraci', 'conspiraci', 'lame', 'excu', 'ind', 'ppl', 'like', 'beneficiari']"
prime minist shehbaz sharif friday promis aid turkey vow provid maximum assist countri post earthquak rehabilit reconstruct effort 7 8 magnitud earthquak hit region middl,positif,prime minist shehbaz sharif friday promis aid turkey vow provid maximum assist countri post earthquak rehabilit reconstruct effort 7 8 magnitud earthquak hit region middl,"['prime', 'minist', 'shehbaz', 'sharif', 'friday', 'promis', 'aid', 'turkey', 'vow', 'provid', 'maximum', 'assist', 'countri', 'post', 'earthquak', 'rehabilit', 'reconstruct', 'effort', '7', '8', 'magnitud', 'earthquak', 'hit', 'region', 'middl']","['prime', 'minist', 'shehbaz', 'sharif', 'friday', 'promis', 'aid', 'turkey', 'vow', 'provid', 'maximum', 'assist', 'countri', 'post', 'earthquak', 'rehabilit', 'reconstruct', 'effort', '7', '8', 'magnitud', 'earthquak', 'hit', 'region', 'middl']","['prime', 'minist', 'shehbaz', 'sharif', 'friday', 'promi', 'aid', 'turkey', 'vow', 'provid', 'maximum', 'assist', 'countri', 'post', 'earthquak', 'rehabilit', 'reconstruct', 'effort', '7', '8', 'magnitud', 'earthquak', 'hit', 'region', 'middl']"
aleppo electron artist use heal gaziantep,positif,aleppo electron artist use heal gaziantep,"['aleppo', 'electron', 'artist', 'use', 'heal', 'gaziantep']","['aleppo', 'electron', 'artist', 'use', 'heal', 'gaziantep']","['aleppo', 'electron', 'artist', 'use', 'heal', 'gaziantep']"
288 peopl die india train crash hardli bother much wan na bother 50 000 die turkey earthquak talk year absolut joke 2023 free puke jike,negatif,288 peopl die india train crash hardli bother much wan na bother 50 000 die turkey earthquak talk year absolut joke 2023 free puke jike,"['288', 'peopl', 'die', 'india', 'train', 'crash', 'hardli', 'bother', 'much', 'wan', 'na', 'bother', '50', '000', 'die', 'turkey', 'earthquak', 'talk', 'year', 'absolut', 'joke', '2023', 'free', 'puke', 'jike']","['288', 'peopl', 'die', 'india', 'train', 'crash', 'hardli', 'bother', 'much', 'wan', 'na', 'bother', '50', '000', 'die', 'turkey', 'earthquak', 'talk', 'year', 'absolut', 'joke', '2023', 'free', 'puke', 'jike']","['288', 'peopl', 'die', 'india', 'train', 'crash', 'hardli', 'bother', 'much', 'wan', 'na', 'bother', '50', '000', 'die', 'turkey', 'earthquak', 'talk', 'year', 'absolut', 'joke', '2023', 'free', 'puke', 'jike']"
hundr die accid site tremend medic logist challeng india first send crew turkey syria recent earthquak instead help share unverifi video cannib,negatif,hundr die accid site tremend medic logist challeng india first send crew turkey syria recent earthquak instead help share unverifi video cannib,"['hundr', 'die', 'accid', 'site', 'tremend', 'medic', 'logist', 'challeng', 'india', 'first', 'send', 'crew', 'turkey', 'syria', 'recent', 'earthquak', 'instead', 'help', 'share', 'unverifi', 'video', 'cannib']","['hundr', 'die', 'accid', 'site', 'tremend', 'medic', 'logist', 'challeng', 'india', 'first', 'send', 'crew', 'turkey', 'syria', 'recent', 'earthquak', 'instead', 'help', 'share', 'unverifi', 'video', 'cannib']","['hundr', 'die', 'accid', 'site', 'tremend', 'medic', 'logist', 'challeng', 'india', 'first', 'send', 'crew', 'turkey', 'syria', 'recent', 'earthquak', 'instead', 'help', 'share', 'unverifi', 'video', 'cannib']"
earthquak hail flash flood capit belov sultan,negatif,earthquak hail flash flood capit belov sultan,"['earthquak', 'hail', 'flash', 'flood', 'capit', 'belov', 'sultan']","['earthquak', 'hail', 'flash', 'flood', 'capit', 'belov', 'sultan']","['earthquak', 'hail', 'flash', 'flood', 'capit', 'belov', 'sultan']"
ukrain build noth decent without western help otherwis send anyth wealth peopl measur gdp per capita know turkey stand advanc infrastructur see good recent earthquak,positif,ukrain build noth decent without western help otherwis send anyth wealth peopl measur gdp per capita know turkey stand advanc infrastructur see good recent earthquak,"['ukrain', 'build', 'noth', 'decent', 'without', 'western', 'help', 'otherwis', 'send', 'anyth', 'wealth', 'peopl', 'measur', 'gdp', 'per', 'capita', 'know', 'turkey', 'stand', 'advanc', 'infrastructur', 'see', 'good', 'recent', 'earthquak']","['ukrain', 'build', 'noth', 'decent', 'without', 'western', 'help', 'otherwis', 'send', 'anyth', 'wealth', 'peopl', 'measur', 'gdp', 'per', 'capita', 'know', 'turkey', 'stand', 'advanc', 'infrastructur', 'see', 'good', 'recent', 'earthquak']","['ukrain', 'build', 'noth', 'decent', 'without', 'western', 'help', 'otherwi', 'send', 'anyth', 'wealth', 'peopl', 'measur', 'gdp', 'per', 'capita', 'know', 'turkey', 'stand', 'advanc', 'infrastructur', 'see', 'good', 'recent', 'earthquak']"
world leader respons death erodan turkey poor handl earthquak putin take peopl war laps judgement happen part life mean account,positif,world leader respons death erodan turkey poor handl earthquak putin take peopl war laps judgement happen part life mean account,"['world', 'leader', 'respons', 'death', 'erodan', 'turkey', 'poor', 'handl', 'earthquak', 'putin', 'take', 'peopl', 'war', 'laps', 'judgement', 'happen', 'part', 'life', 'mean', 'account']","['world', 'leader', 'respons', 'death', 'erodan', 'turkey', 'poor', 'handl', 'earthquak', 'putin', 'take', 'peopl', 'war', 'laps', 'judgement', 'happen', 'part', 'life', 'mean', 'account']","['world', 'leader', 'respon', 'death', 'erodan', 'turkey', 'poor', 'handl', 'earthquak', 'putin', 'take', 'peopl', 'war', 'lap', 'judgement', 'happen', 'part', 'life', 'mean', 'account']"
earthquak disast syria give help white helmet save live turkey make difficult aid reach syrian continu suffer earthquak need help,negatif,earthquak disast syria give help white helmet save live turkey make difficult aid reach syrian continu suffer earthquak need help,"['earthquak', 'disast', 'syria', 'give', 'help', 'white', 'helmet', 'save', 'live', 'turkey', 'make', 'difficult', 'aid', 'reach', 'syrian', 'continu', 'suffer', 'earthquak', 'need', 'help']","['earthquak', 'disast', 'syria', 'give', 'help', 'white', 'helmet', 'save', 'live', 'turkey', 'make', 'difficult', 'aid', 'reach', 'syrian', 'continu', 'suffer', 'earthquak', 'need', 'help']","['earthquak', 'disast', 'syria', 'give', 'help', 'white', 'helmet', 'save', 'live', 'turkey', 'make', 'difficult', 'aid', 'reach', 'syrian', 'continu', 'suffer', 'earthquak', 'need', 'help']"
